abm_trials.thisRepN,abm_trials.thisTrialN,abm_trials.thisN,abm_trials.thisIndex,instruct_text.started,key_instruct.started,key_instruct.keys,key_instruct.rt,ISI,ISI_text.started,dontrespond.started,dontrespond.stopped,ISI_text.stopped,dontrespond.keys,up_key.started,target_text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,14.7158193999785,14.7158193999785,space,1.3598351000109687,,,,,,,,,352656,001,2023-08-16_18h53.05.115,abm,2022.2.4,59.75286216537089,
,,,,,,,,1.6758587694864602,16.15837580000516,16.15837580000516,16.837277600017842,17.888097800023388,None,17.888097800023388,17.888097800023388,,,,,,,
